owner,pair_n_01,pair_n_02,pair_n_12,pair_rate_01,pair_rate_02,pair_rate_12,progress,seed,step,tri_rate_01,tri_rate_02,tri_rate_12,triple_overlap
2,12542,25330,32817,7.973210014351777e-05,0.0018949861823924202,0.0024987049395130572,0.375,1,1400,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20528,7.973210014351777e-05,0.0018949861823924202,0.0016075604053000779,0.375,1,1500,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,32817,7.973210014351777e-05,0.0019357336430507162,0.0026205929853429623,0.4,1,1500,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25330,39459,7.973210014351777e-05,0.0018949861823924202,0.0016219366937834207,0.4,1,1500,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20528,7.973210014351777e-05,0.0018949861823924202,0.0016075604053000779,0.375,1,1600,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,42629,7.973210014351777e-05,0.0019357336430507162,0.0025569448028337515,0.425,1,1600,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25330,42629,7.973210014351777e-05,0.0018949861823924202,0.0025569448028337515,0.425,1,1600,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20528,7.973210014351777e-05,0.0018949861823924202,0.0016075604053000779,0.4,1,1700,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,42629,7.973210014351777e-05,0.0019357336430507162,0.0025569448028337515,0.45,1,1700,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25330,50491,7.973210014351777e-05,0.0018949861823924202,0.0034263532114634293,0.45,1,1700,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20528,7.973210014351777e-05,0.0018949861823924202,0.0016075604053000779,0.4,1,1800,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,52000,7.973210014351777e-05,0.0019357336430507162,0.004192307692307692,0.475,1,1800,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25330,52000,7.973210014351777e-05,0.0018949861823924202,0.004192307692307692,0.475,1,1800,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20528,7.973210014351777e-05,0.0018949861823924202,0.0016075604053000779,0.425,1,1900,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,52000,7.973210014351777e-05,0.0019357336430507162,0.004192307692307692,0.475,1,1900,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25330,52557,7.973210014351777e-05,0.0018949861823924202,0.004262039309701847,0.5,1,1900,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20579,7.973210014351777e-05,0.0018949861823924202,0.0016035764614412752,0.6,1,2000,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,52000,7.973210014351777e-05,0.0019357336430507162,0.004192307692307692,0.5,1,2000,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25330,52580,7.973210014351777e-05,0.0018949861823924202,0.004279193609737543,0.6,1,2000,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,25330,20579,7.973210014351777e-05,0.0018949861823924202,0.0016035764614412752,0.625,1,2100,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,23247,52002,7.973210014351777e-05,0.0019357336430507162,0.004192146455905542,0.5,1,2100,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,25342,52580,7.973210014351777e-05,0.0018940888643358851,0.004279193609737543,0.625,1,2100,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,31732,20579,7.973210014351777e-05,0.00160721038699105,0.0016035764614412752,0.625,1,2200,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,31732,52941,7.973210014351777e-05,0.00160721038699105,0.004250014166713889,0.65,1,2200,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,31732,52941,7.973210014351777e-05,0.00160721038699105,0.004250014166713889,0.65,1,2200,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12542,35279,20579,7.973210014351777e-05,0.0017290739533433487,0.0016035764614412752,0.675,1,2300,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
1,12542,31732,53007,7.973210014351777e-05,0.00160721038699105,0.004622031052502499,0.7,1,2300,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
2,12542,35909,52941,7.973210014351777e-05,0.0023113982567044473,0.004250014166713889,0.7,1,2300,7.973845785822502e-05,0.0015947691571645004,0.0017542460728809505,12541
0,12544,46312,53657,7.971938775510203e-05,0.0030877526343064433,0.004826956408297146,0.725,1,2400,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
1,12544,42210,53657,7.971938775510203e-05,0.002416488983653163,0.004826956408297146,0.725,1,2400,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
2,12544,46312,53657,7.971938775510203e-05,0.0030877526343064433,0.004826956408297146,0.725,1,2400,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
0,12544,46312,53657,7.971938775510203e-05,0.0031309379858352046,0.004826956408297146,0.725,1,2500,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
1,16558,42210,56996,6.0393767363208115e-05,0.002416488983653163,0.0050003509018176715,0.725,1,2500,6.968155529231412e-05,0.0013936311058462825,0.0015329942164309107,14351
2,12544,47345,53657,7.971938775510203e-05,0.003189354736508607,0.004826956408297146,0.725,1,2500,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
0,12544,51577,53657,7.971938775510203e-05,0.0036062586036411577,0.004826956408297146,0.725,1,2600,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
1,20377,51577,58277,0.0005888992491534573,0.0036062586036411577,0.005062031333115981,0.725,1,2600,0.00025521597652013015,0.0013398838767306833,0.001531295859120781,15673
2,20377,51577,58277,0.0005888992491534573,0.0036062586036411577,0.005062031333115981,0.725,1,2600,0.00025521597652013015,0.0013398838767306833,0.001531295859120781,15673
0,12544,51577,53657,7.971938775510203e-05,0.0036062586036411577,0.004826956408297146,0.775,1,2700,7.97257434425576e-05,0.001594514868851152,0.0017539663557362673,12543
1,21369,51577,58285,0.0007019514249613927,0.0036062586036411577,0.005061336535986961,0.775,1,2700,0.00025508577259103374,0.001339200306102927,0.0015305146355462024,15681
2,20377,60552,62375,0.0005888992491534573,0.0032368873034746993,0.00487374749498998,0.775,1,2700,0.00045571927692541396,0.0012152514051344372,0.0016203352068459164,19749
0,21371,68314,63833,0.000748678115202845,0.00396697602248441,0.00488775398304952,0.825,1,2800,0.0006134969325153375,0.0012741859367626238,0.0018404907975460123,21190
1,21371,68314,63833,0.000748678115202845,0.00396697602248441,0.00488775398304952,0.825,1,2800,0.0006134969325153375,0.0012741859367626238,0.0018404907975460123,21190
2,21371,68314,63833,0.000748678115202845,0.00396697602248441,0.00488775398304952,0.825,1,2800,0.0006134969325153375,0.0012741859367626238,0.0018404907975460123,21190
0,21371,68314,63833,0.000748678115202845,0.00396697602248441,0.00488775398304952,0.875,1,2900,0.0006134969325153375,0.0012741859367626238,0.0018404907975460123,21190
1,21371,68314,63833,0.000748678115202845,0.00396697602248441,0.00488775398304952,0.875,1,2900,0.0006134969325153375,0.0012741859367626238,0.0018404907975460123,21190
2,21371,72076,63833,0.000748678115202845,0.004356512570064932,0.004903419861200319,0.875,1,2900,0.0006134969325153375,0.0013213780084945729,0.0018876828692779614,21190
0,21371,72228,68706,0.000748678115202845,0.004278119288918425,0.00462841673216313,0.9,1,3000,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
1,21371,72228,68706,0.000748678115202845,0.004278119288918425,0.00462841673216313,0.9,1,3000,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
2,21371,72228,68706,0.000748678115202845,0.004278119288918425,0.00462841673216313,0.9,1,3000,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
0,21371,72228,68706,0.000748678115202845,0.004278119288918425,0.00462841673216313,0.9,1,3100,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
1,21371,72228,68868,0.000748678115202845,0.004278119288918425,0.0046901318464308535,0.9,1,3100,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
2,21371,72248,71038,0.000748678115202845,0.004276935001660946,0.006236098989273347,0.9,1,3100,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
0,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008488135593220338,0.95,1,3200,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
1,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008488135593220338,0.95,1,3200,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
2,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008488135593220338,0.95,1,3200,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
0,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008488135593220338,0.975,1,3300,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
1,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008528813559322035,0.975,1,3300,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
2,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008623728813559321,0.975,1,3300,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
0,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008677966101694915,0.975,1,3400,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
1,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008677966101694915,0.975,1,3400,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
2,21371,72248,73750,0.000748678115202845,0.004276935001660946,0.008677966101694915,0.975,1,3400,0.0006134969325153375,0.001368570080226522,0.0019348749410099102,21190
0,1319,531,1339,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,316
1,1319,531,1339,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,316
2,1319,531,1339,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,316
0,4266,3288,1339,0.0,0.0,0.0,0.0,2,100,0.0,0.0,0.0,1260
1,3440,531,4357,0.0,0.0,0.0,0.0,2,100,0.0,0.0,0.0,531
2,1319,1657,3442,0.0,0.0,0.0,0.0,2,100,0.0,0.0,0.0,869
0,13071,3343,4389,0.0007650524060898172,0.0,0.0,0.0,2,200,0.0,0.0,0.0,3343
1,13071,9421,19382,0.0007650524060898172,0.00031843753317057635,0.010783200908059024,0.0,2,200,0.000918800964741013,0.00034455036177787984,0.0005742506029631331,8707
2,13071,9421,19382,0.0007650524060898172,0.00031843753317057635,0.010783200908059024,0.0,2,200,0.000918800964741013,0.00034455036177787984,0.0005742506029631331,8707
0,14055,3485,4389,0.0007826396300249022,0.0,0.0,0.0,2,300,0.0,0.0,0.0,3485
1,13071,9421,22619,0.0007650524060898172,0.00031843753317057635,0.0024315840664927714,0.0,2,300,0.000918800964741013,0.00034455036177787984,0.0005742506029631331,8707
2,13071,9829,19382,0.0007650524060898172,0.00030521924916064705,0.012124651738726653,0.0,2,300,0.000918800964741013,0.00034455036177787984,0.0005742506029631331,8707
0,18353,19791,23336,0.0028878112570152018,0.0036380172805820826,0.0009856016455262256,0.05,2,400,0.003647025171624714,0.004076086956521739,0.001072654462242563,13984
1,18353,19791,23336,0.0028878112570152018,0.0036380172805820826,0.0009856016455262256,0.05,2,400,0.003647025171624714,0.004076086956521739,0.001072654462242563,13984
2,13071,9829,23336,0.0007650524060898172,0.00030521924916064705,0.0009856016455262256,0.05,2,400,0.000918800964741013,0.00034455036177787984,0.0005742506029631331,8707
0,20404,26325,23336,0.000588119976475201,0.0015954415954415955,0.0009856016455262256,0.075,2,500,0.0006292078273453721,0.0009438117410180582,0.0010696533064871326,15893
1,18353,19791,23336,0.0028878112570152018,0.0036380172805820826,0.0009856016455262256,0.075,2,500,0.003647025171624714,0.004076086956521739,0.001072654462242563,13984
2,13071,9829,23336,0.0007650524060898172,0.00030521924916064705,0.0009856016455262256,0.075,2,500,0.000918800964741013,0.00034455036177787984,0.0005742506029631331,8707
0,20407,29014,23336,0.0007840446905473612,0.0031708830219893845,0.0009856016455262256,0.15,2,600,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,23336,0.0007840446905473612,0.0031708830219893845,0.0009856016455262256,0.15,2,600,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29014,23336,0.0007840446905473612,0.0031708830219893845,0.0009856016455262256,0.15,2,600,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29015,23336,0.0007840446905473612,0.0034464931931759437,0.0009856016455262256,0.2,2,700,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,23336,0.0007840446905473612,0.0031708830219893845,0.0009856016455262256,0.2,2,700,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29014,23336,0.0007840446905473612,0.003205349141793617,0.0009856016455262256,0.2,2,700,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29015,23336,0.0007840446905473612,0.003480958125107703,0.0009856016455262256,0.225,2,800,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,23336,0.0007840446905473612,0.003205349141793617,0.0009856016455262256,0.225,2,800,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29015,23336,0.0007840446905473612,0.003480958125107703,0.0009856016455262256,0.225,2,800,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29015,23336,0.0007840446905473612,0.003480958125107703,0.0009856016455262256,0.275,2,900,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,23336,0.0007840446905473612,0.003205349141793617,0.0009856016455262256,0.25,2,900,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29015,25608,0.0007840446905473612,0.003480958125107703,0.0008981568259918775,0.3,2,900,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29015,23336,0.0007840446905473612,0.003480958125107703,0.0009856016455262256,0.275,2,1000,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.3,2,1000,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,26413,0.0007840446905473612,0.0034576015884427097,0.0009086434710180593,0.3,2,1000,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29015,23336,0.0007840446905473612,0.003480958125107703,0.0009856016455262256,0.3,2,1100,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.3,2,1100,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,26413,0.0007840446905473612,0.0034576015884427097,0.0009086434710180593,0.325,2,1100,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.375,2,1200,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.375,2,1200,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,26413,0.0007840446905473612,0.0034576015884427097,0.0009086434710180593,0.375,2,1200,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.4,2,1300,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.375,2,1300,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,26413,0.0007840446905473612,0.0034576015884427097,0.0009086434710180593,0.4,2,1300,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.4,2,1400,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,1400,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,26413,0.0007840446905473612,0.0034576015884427097,0.0009086434710180593,0.4,2,1400,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.425,2,1500,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,1500,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,27590,0.0007840446905473612,0.0034576015884427097,0.0011598405219282349,0.4,2,1500,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,1600,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,1600,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,35572,0.0007840446905473612,0.0034576015884427097,0.003120431800292365,0.4,2,1600,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,1700,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,1700,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,37545,0.0007840446905473612,0.0034576015884427097,0.0029298175522706085,0.425,2,1700,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,1800,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,1800,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,40912,0.0007840446905473612,0.0034576015884427097,0.0028109112240907314,0.425,2,1800,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,1900,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,1900,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,44510,0.0007840446905473612,0.0034576015884427097,0.003033026286227814,0.45,2,1900,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,2000,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.4,2,2000,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,44551,0.0007840446905473612,0.0034576015884427097,0.0036587281991425557,0.45,2,2000,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,2100,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.425,2,2100,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,44559,0.0007840446905473612,0.0034576015884427097,0.00480262124374425,0.45,2,2100,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
0,20407,29211,26412,0.0007840446905473612,0.0034576015884427097,0.0009086778736937755,0.45,2,2200,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
1,20407,29014,26413,0.0007840446905473612,0.003205349141793617,0.0009086434710180593,0.425,2,2200,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
2,20407,29211,44563,0.0007840446905473612,0.0034576015884427097,0.005049031707919126,0.45,2,2200,0.0008178158027176649,0.001132360342224459,0.0010694514343231002,15896
