run_id,condition,seed,fault_type,fault_robot,fault_step,points_believed_visited,points_truly_visited,points_falsely_reported,points_invalidated,points_visited,points_total,points_unreachable,mission_success,duration_s,total_energy_j,energy_per_point_j,energy_per_m2_j,energy_drive_j,energy_turn_j,energy_sense_j,energy_compute_j,energy_comms_j,distance_total_m,collisions,robots_alive_at_end,coverage_pct,surface_f1,observed_error_pct,map_reporter,union_coverage_pct,union_surface_f1,union_observed_error_pct,deviations_injected,deviations_detected,mean_detection_time_s,fault_detected,detection_latency_s,false_positives,quarantines_correct,quarantines_wrong,cells_restored,points_reallocated,duplicated_coverage_pct,contact_fraction
C5_s4,C5,4,wrong_position,1,1064,38,32,6,0,38,40,1,0,500.8,7261.2,191.1,2.448,2518.6,581.9,3006.0,901.6,253.1,627.3,348,3,99.24,0.6775,1.652,0,99.26,0.6753,1.643,6,5,148.0,0,-1,0,0,0,0,0,40.57,0.9604
C3_s4,C3,4,wrong_position,1,1064,38,32,6,0,38,40,1,0,500.8,7261.2,191.1,2.448,2518.6,581.9,3006.0,901.6,253.1,627.3,348,3,99.24,0.6775,1.652,0,99.26,0.6753,1.643,6,5,148.0,0,-1,0,0,0,0,0,40.57,0.9604
C4_s4,C4,4,wrong_position,0,1064,33,6,27,0,33,40,1,0,1675.8,8440.1,255.8,2.752,2899.5,910.1,3352.2,1005.5,272.7,717.5,559,1,97.89,0.4932,10.585,0,97.95,0.4956,10.536,6,2,80.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s5,C0,5,none,-1,-1,40,40,0,0,40,40,0,1,393.2,6178.8,154.5,1.934,2564.1,352.1,2359.8,707.9,194.8,641.0,0,3,99.06,0.7055,1.147,0,99.06,0.7066,1.117,0,0,-1,-1,-1,0,0,0,0,0,41.79,0.7778
C1_s5,C1,5,none,-1,-1,36,36,0,0,36,40,0,0,410.2,6392.2,177.6,2.013,2554.3,432.4,2462.4,738.5,204.5,577.6,1465,3,99.29,0.7105,0.974,0,99.16,0.7145,0.965,8,7,117.9,-1,-1,0,0,0,0,0,31.74,0.7711
C2_s5,C2,5,immobilised,1,568,24,24,0,0,24,40,0,0,2718.0,24765.0,1031.9,10.012,1865.2,374.4,16309.8,4892.6,1322.9,382.1,2023,3,99.35,0.7076,0.995,0,99.34,0.7078,0.996,8,7,120.7,0,-1,0,0,0,0,0,26.58,0.6912
C5_s5,C5,5,immobilised,1,568,29,29,0,0,29,40,0,0,601.3,7738.9,266.9,2.958,2263.4,482.2,3609.0,1082.5,301.8,454.4,2680,3,99.29,0.7086,1.005,0,99.29,0.7087,1.003,8,7,120.7,0,-1,0,0,0,0,0,25.19,0.8733
C3_s5,C3,5,immobilised,1,568,38,38,0,0,38,40,0,0,497.1,6841.5,180.0,2.048,2376.6,342.0,2984.4,895.0,243.5,594.2,0,3,98.95,0.7106,1.416,0,98.98,0.71,1.399,8,7,132.1,1,18.2,0,0,0,0,0,37.26,0.8483
C4_s5,C4,5,immobilised,0,568,3,3,0,0,3,40,0,0,2264.0,6410.2,2136.7,13.656,129.1,24.5,4528.2,1358.5,370.0,32.3,0,1,99.8,0.689,0.353,0,99.8,0.689,0.353,8,2,37.5,0,-1,0,0,0,0,0,0.0,0.0
C0_s6,C0,6,none,-1,-1,40,40,0,0,40,40,0,1,377.6,5998.5,150.0,1.853,2529.4,338.0,2266.2,679.9,185.1,632.3,0,3,99.17,0.7012,0.982,0,99.18,0.7012,0.948,0,0,-1,-1,-1,0,0,0,0,0,48.48,0.9216
C1_s6,C1,6,none,-1,-1,40,40,0,0,40,40,0,1,426.4,6409.5,160.2,1.985,2493.2,374.8,2559.6,767.7,214.2,614.0,226,3,99.09,0.6852,1.254,0,99.1,0.6858,1.235,7,4,161.2,-1,-1,0,0,0,0,0,52.25,0.9147
C2_s6,C2,6,wrong_position,1,1187,38,30,8,0,38,40,0,0,459.0,6387.0,168.1,2.11,2174.6,406.3,2755.8,826.4,224.0,533.6,308,3,99.32,0.6711,2.972,0,99.23,0.6768,2.526,7,3,161.7,0,-1,0,0,0,0,0,43.21,0.8577
C5_s6,C5,6,wrong_position,1,1187,39,31,8,0,39,40,0,0,567.7,7977.5,204.6,2.449,2782.1,483.6,3407.4,1022.0,282.3,664.2,739,3,99.07,0.6725,3.024,0,99.11,0.6738,2.991,7,3,161.7,0,-1,0,0,0,0,0,54.79,0.936
C3_s6,C3,6,wrong_position,1,1187,39,31,8,0,39,40,0,0,567.7,7977.5,204.6,2.449,2782.1,483.6,3407.4,1022.0,282.3,664.2,739,3,99.07,0.6725,3.024,0,99.11,0.6738,2.991,7,3,161.7,0,-1,0,0,0,0,0,54.79,0.936
C4_s6,C4,6,wrong_position,0,1187,40,9,31,0,40,40,0,1,964.1,5221.4,130.5,1.671,2180.4,374.9,1928.4,578.5,159.1,545.1,0,1,98.51,0.5782,8.266,0,98.54,0.5798,8.225,7,3,221.7,0,-1,0,0,0,0,0,0.0,0.0
C0_s7,C0,7,none,-1,-1,40,40,0,0,40,40,0,1,336.2,5407.7,135.2,1.477,2346.9,272.1,2017.8,605.3,165.6,586.7,0,3,99.52,0.6969,0.36,0,99.33,0.7023,0.503,0,0,-1,-1,-1,0,0,0,0,0,26.37,0.6887
C1_s7,C1,7,none,-1,-1,40,40,0,0,40,40,0,1,336.2,5420.2,135.5,1.465,2346.9,284.6,2017.8,605.3,165.6,586.7,0,3,99.41,0.7007,0.596,0,99.07,0.6776,1.342,6,6,75.0,-1,-1,0,0,0,0,0,27.07,0.674
C2_s7,C2,7,comms_loss,1,1076,40,40,0,0,40,40,0,1,492.2,6713.2,167.8,1.775,2403.7,287.8,2953.8,886.1,181.8,600.9,0,3,99.31,0.7028,0.616,0,99.23,0.704,0.709,6,6,75.0,0,-1,0,0,0,0,0,26.87,0.5943
C5_s7,C5,7,comms_loss,1,1076,40,40,0,0,40,40,0,1,336.2,5385.1,134.6,1.455,2346.7,285.3,2017.8,605.3,129.9,586.7,0,3,99.42,0.6996,0.578,0,99.07,0.6776,1.342,6,6,75.0,0,-1,0,0,0,0,0,27.07,0.674
C3_s7,C3,7,comms_loss,1,1076,40,40,0,0,40,40,0,1,336.2,5385.1,134.6,1.455,2346.7,285.3,2017.8,605.3,129.9,586.7,0,3,99.42,0.6996,0.578,0,99.07,0.6776,1.342,6,6,75.0,0,-1,0,0,0,0,0,27.07,0.674
C4_s7,C4,7,comms_loss,0,1076,40,40,0,0,40,40,0,1,898.4,4709.1,117.7,1.295,2084.9,268.6,1797.0,539.1,19.5,521.2,0,1,98.57,0.6137,2.974,0,98.57,0.6142,2.97,6,4,102.5,0,-1,0,0,0,0,0,0.0,0.0
C0_s8,C0,8,none,-1,-1,40,40,0,0,40,40,0,1,274.5,4456.7,111.4,1.749,1870.0,307.2,1648.8,494.3,136.4,467.5,0,3,99.35,0.7035,0.946,0,99.25,0.7063,1.057,0,0,-1,-1,-1,0,0,0,0,0,33.3,0.8198
C1_s8,C1,8,none,-1,-1,39,39,0,0,39,40,1,1,390.6,5763.2,147.8,2.177,2018.2,501.5,2345.4,703.3,194.8,504.2,250,3,99.29,0.711,1.013,0,99.3,0.7114,1.004,5,5,124.0,-1,-1,0,0,0,0,0,36.41,0.8544
C2_s8,C2,8,immobilised,1,609,28,28,0,0,28,40,1,0,2470.6,22033.0,786.9,9.291,1355.6,199.2,14824.8,4447.3,1206.1,338.9,0,3,99.58,0.7038,0.67,0,99.47,0.7063,0.756,5,3,55.0,0,-1,0,0,0,0,0,25.24,0.9943
C5_s8,C5,8,immobilised,1,609,38,38,0,0,38,40,1,0,581.3,7402.8,194.8,2.832,2023.6,552.3,3488.4,1046.5,292.0,498.0,462,3,99.33,0.711,0.965,0,99.34,0.7111,0.968,5,4,132.5,0,-1,0,0,0,0,0,46.45,0.9843
C3_s8,C3,8,immobilised,1,609,39,39,0,0,39,40,1,1,521.7,6682.5,171.3,2.635,1897.3,451.1,3132.0,939.2,262.8,473.4,261,3,99.24,0.7024,1.388,0,99.25,0.7033,1.359,5,4,132.5,1,19.1,0,0,0,0,1,42.38,0.9746
C4_s8,C4,8,immobilised,0,609,5,5,0,0,5,40,1,0,3999.9,11212.5,2242.5,23.223,141.2,21.8,8000.4,2400.0,649.1,35.3,0,1,99.72,0.6858,0.299,0,99.72,0.6858,0.299,5,1,45.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s9,C0,9,none,-1,-1,39,39,0,0,39,40,0,0,685.9,9442.5,242.1,2.566,2666.9,1083.5,4116.6,1234.8,340.7,666.7,0,3,98.89,0.7042,1.3,0,98.89,0.7044,1.295,0,0,-1,-1,-1,0,0,0,0,0,28.97,0.8551
C1_s9,C1,9,none,-1,-1,39,39,0,0,39,40,0,0,685.9,9441.9,242.1,2.572,2666.6,1083.2,4116.6,1234.8,340.7,666.6,0,3,98.9,0.7031,1.31,0,98.9,0.7031,1.305,5,4,102.5,-1,-1,0,0,0,0,0,28.83,0.8551
C2_s9,C2,9,battery_drain,1,1371,39,39,0,0,39,40,0,0,789.9,9156.0,234.8,2.521,2646.1,866.6,4081.8,1224.1,337.4,661.5,0,2,99.08,0.6999,1.135,0,98.95,0.6961,1.379,5,4,102.5,0,-1,0,0,0,0,0,33.91,0.7119
C5_s9,C5,9,battery_drain,1,1371,39,39,0,0,39,40,0,0,816.0,9575.9,245.5,2.603,2841.7,1161.2,4032.6,1209.4,331.0,710.4,0,2,98.91,0.6979,1.424,0,98.9,0.697,1.44,5,4,102.5,0,-1,0,0,0,0,0,34.15,0.8496
C3_s9,C3,9,battery_drain,1,1371,40,40,0,0,40,40,0,1,362.8,5825.2,145.6,1.613,2496.1,312.9,2178.0,653.2,185.0,624.0,0,3,98.99,0.6886,1.464,0,98.9,0.6839,1.472,5,5,136.0,1,2.9,0,0,0,0,1,32.2,0.9093
C4_s9,C4,9,battery_drain,0,1371,18,18,0,0,18,40,0,0,378.4,2043.5,113.5,1.014,872.8,124.6,757.2,227.1,61.7,218.2,0,0,99.66,0.6865,0.752,0,99.66,0.6865,0.752,5,3,93.3,0,-1,0,0,0,0,0,0.0,0.0
C0_s10,C0,10,none,-1,-1,40,40,0,0,40,40,0,1,406.0,6327.6,158.2,1.954,2627.8,327.1,2437.2,731.0,204.5,657.0,0,3,99.14,0.696,1.117,0,99.19,0.6971,1.04,0,0,-1,-1,-1,0,0,0,0,0,41.74,0.9898
C1_s10,C1,10,none,-1,-1,40,40,0,0,40,40,0,1,433.9,6731.0,168.3,1.954,2789.2,341.8,2604.6,781.2,214.3,697.3,0,3,99.14,0.7091,1.162,0,99.13,0.7042,1.257,8,6,185.0,-1,-1,0,0,0,0,0,38.73,0.9848
C2_s10,C2,10,wrong_position,1,574,34,23,11,0,34,40,0,0,666.1,8930.0,262.6,2.807,2797.1,605.1,3997.8,1199.2,330.9,690.9,412,3,99.19,0.6892,2.589,0,99.26,0.6906,2.501,8,6,227.5,0,-1,0,0,0,0,0,39.6,0.9415
C5_s10,C5,10,wrong_position,1,574,40,29,11,0,40,40,0,1,584.3,8873.5,221.8,2.499,3367.8,655.3,3506.4,1051.9,292.1,839.2,142,3,98.93,0.6695,2.9,0,99.02,0.6684,2.836,8,6,195.0,0,-1,0,0,0,0,0,40.61,0.9305
C3_s10,C3,10,wrong_position,1,574,38,26,12,0,38,40,0,0,950.0,13676.9,359.9,3.81,3767.9,2030.9,5700.6,1710.2,467.3,940.0,41,3,98.94,0.6737,3.237,0,99.07,0.664,3.172,8,5,166.0,1,272.6,1,0,0,0,0,45.57,0.9668
C4_s10,C4,10,wrong_position,0,574,26,3,23,0,26,40,0,0,991.3,5086.8,195.6,1.928,1753.9,592.8,1983.0,594.8,162.3,436.6,50,1,98.51,0.6348,6.817,0,98.51,0.6362,6.802,8,2,75.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s11,C0,11,none,-1,-1,39,39,0,0,39,40,0,0,802.1,10652.6,273.1,3.204,2436.6,1559.8,4813.2,1444.0,399.0,609.2,0,3,99.19,0.7005,0.994,0,99.19,0.7008,1.001,0,0,-1,-1,-1,0,0,0,0,0,36.54,0.8251
C1_s11,C1,11,none,-1,-1,39,39,0,0,39,40,1,0,732.6,9821.6,251.8,3.0,2361.5,1383.7,4397.4,1318.9,360.2,590.3,68,3,99.27,0.6933,0.907,0,99.29,0.6933,0.881,5,3,85.0,-1,-1,0,0,0,0,0,30.58,0.7718
C2_s11,C2,11,comms_loss,1,1008,39,39,0,0,39,40,1,0,638.4,8397.4,215.3,2.578,2131.8,1057.0,3832.2,1149.3,227.1,533.0,0,3,99.47,0.6904,1.04,0,99.28,0.6957,0.782,5,3,85.0,0,-1,0,0,0,0,0,29.59,0.6018
C5_s11,C5,11,comms_loss,1,1008,39,39,0,0,39,40,1,0,714.4,10756.2,275.8,3.213,3566.2,1363.2,4287.6,1286.1,253.2,891.5,0,3,99.02,0.6862,1.699,0,99.23,0.6898,1.149,5,3,85.0,0,-1,0,0,0,0,0,77.61,0.6585
C3_s11,C3,11,comms_loss,1,1008,39,39,0,0,39,40,1,0,714.4,10756.2,275.8,3.213,3566.2,1363.2,4287.6,1286.1,253.2,891.5,0,3,99.02,0.6862,1.699,0,99.23,0.6898,1.149,5,3,85.0,0,-1,0,0,0,0,0,77.61,0.6585
C4_s11,C4,11,comms_loss,0,1008,27,25,2,0,27,40,1,0,1223.0,5992.9,222.0,3.26,1051.2,1742.2,2446.2,733.9,19.5,262.8,9,1,99.37,0.656,4.204,0,99.4,0.6578,4.15,5,1,125.0,0,-1,0,0,0,0,0,0.0,0.0
C0_s12,C0,12,none,-1,-1,40,40,0,0,40,40,0,1,340.8,5405.7,135.1,1.83,2296.4,273.8,2046.6,613.6,175.3,574.1,0,3,99.33,0.7001,0.774,0,99.34,0.6996,0.765,0,0,-1,-1,-1,0,0,0,0,0,49.83,0.901
C1_s12,C1,12,none,-1,-1,40,40,0,0,40,40,0,1,328.0,5268.2,131.7,1.846,2254.2,288.6,1969.2,590.6,165.6,563.6,0,3,98.88,0.6923,0.837,0,98.88,0.6925,0.833,7,5,167.0,-1,-1,0,0,0,0,0,52.97,0.9123
C2_s12,C2,12,wrong_position,1,577,40,28,12,0,40,40,0,1,555.3,7857.6,196.4,2.631,2790.7,461.0,3333.6,999.7,272.6,692.4,109,3,98.61,0.6351,3.289,0,98.6,0.6271,3.372,7,3,183.3,0,-1,0,0,0,0,0,50.89,0.8765
C5_s12,C5,12,wrong_position,1,577,40,29,11,0,40,40,0,1,426.9,6777.2,169.4,2.245,2759.8,471.4,2563.2,768.6,214.2,684.7,109,3,98.59,0.6552,2.891,0,98.59,0.6475,3.012,7,4,238.8,0,-1,0,0,0,0,0,45.15,0.9012
C3_s12,C3,12,wrong_position,1,577,33,29,6,7,33,40,0,0,540.0,7662.6,232.2,2.574,2699.3,476.9,3241.8,972.2,272.5,669.5,109,3,81.17,0.402,25.234,0,98.55,0.6428,3.127,7,5,232.0,1,242.3,0,2,0,169466,0,42.57,0.8731
C4_s12,C4,12,wrong_position,0,577,37,4,33,0,37,40,0,0,994.7,5083.8,137.4,1.887,1752.7,582.3,1989.6,596.9,162.4,435.0,489,1,98.24,0.5826,9.054,0,98.27,0.5842,9.016,7,0,-1,0,-1,0,0,0,0,0,0.0,0.0
C0_s13,C0,13,none,-1,-1,40,40,0,0,40,40,0,1,372.1,5898.0,147.4,1.867,2485.6,323.5,2233.8,670.0,185.1,621.4,0,3,99.23,0.7049,0.915,0,99.24,0.7047,0.877,0,0,-1,-1,-1,0,0,0,0,0,39.06,0.8778
C1_s13,C1,13,none,-1,-1,40,40,0,0,40,40,0,1,369.5,5705.7,142.6,1.839,2332.8,305.1,2217.6,665.3,185.0,583.2,0,3,99.11,0.6885,1.207,0,99.14,0.6882,1.177,5,4,166.1,-1,-1,0,0,0,0,0,40.01,0.8456
C2_s13,C2,13,immobilised,1,1287,34,34,0,0,34,40,0,0,2233.3,20514.3,603.4,8.183,1740.2,263.5,13401.0,4020.1,1089.5,435.1,0,3,99.57,0.6939,0.652,0,99.5,0.6975,0.68,5,5,202.0,0,-1,0,0,0,0,0,38.29,0.7162
C5_s13,C5,13,immobilised,1,1287,40,40,0,0,40,40,0,1,559.0,7638.7,191.0,2.319,2666.1,338.2,3355.2,1006.4,272.7,666.5,0,3,98.91,0.6443,2.183,0,98.99,0.6411,2.154,5,4,165.0,0,-1,0,0,0,0,0,50.66,1.0
C3_s13,C3,13,immobilised,1,1287,40,40,0,0,40,40,0,1,524.1,7415.6,185.4,2.294,2711.7,351.0,3146.4,943.6,262.9,677.9,0,3,99.03,0.67,1.701,0,99.08,0.6693,1.665,5,5,202.0,1,16.3,0,0,0,0,1,46.01,1.0
C4_s13,C4,13,immobilised,0,1287,9,9,0,0,9,40,0,0,2384.3,6937.4,770.8,9.324,293.2,55.3,4768.8,1430.6,389.5,73.3,0,1,99.9,0.685,0.225,0,99.89,0.6849,0.224,5,2,77.5,0,-1,0,0,0,0,0,0.0,0.0
C0_s15,C0,15,none,-1,-1,40,40,0,0,40,40,0,1,360.0,5623.4,140.6,1.642,2328.7,299.7,2161.8,648.2,185.0,582.2,0,3,99.2,0.7041,0.698,0,99.19,0.7045,0.716,0,0,-1,-1,-1,0,0,0,0,0,26.01,0.8196
C1_s15,C1,15,none,-1,-1,40,40,0,0,40,40,0,1,370.2,5741.0,143.5,1.662,2340.3,326.0,2223.0,666.5,185.1,585.1,0,3,99.24,0.7206,0.746,0,99.24,0.7205,0.742,8,7,128.6,-1,-1,0,0,0,0,0,26.29,0.8178
C2_s15,C2,15,comms_loss,1,2228,40,40,0,0,40,40,0,1,404.6,5938.3,148.5,1.716,2288.7,317.7,2428.2,728.5,175.2,572.2,0,3,98.94,0.6957,0.778,0,99.24,0.7199,0.739,8,7,128.6,0,-1,0,0,0,0,0,28.5,0.6524
C5_s15,C5,15,comms_loss,1,2228,40,40,0,0,40,40,0,1,370.2,5960.6,149.0,1.72,2557.1,351.7,2223.0,666.5,162.3,639.3,0,3,99.38,0.717,0.757,0,99.25,0.7201,0.719,8,7,128.6,0,-1,0,0,0,0,0,34.82,0.8178
C3_s15,C3,15,comms_loss,1,2228,40,40,0,0,40,40,0,1,370.2,5960.6,149.0,1.72,2557.1,351.7,2223.0,666.5,162.3,639.3,0,3,99.38,0.717,0.757,0,99.25,0.7201,0.719,8,7,128.6,0,-1,0,0,0,0,0,34.82,0.8178
C4_s15,C4,15,comms_loss,0,2228,40,40,0,0,40,40,0,1,945.5,4971.4,124.3,1.47,2175.0,299.0,1891.2,567.4,39.0,543.7,0,1,98.71,0.6811,2.202,0,98.72,0.6815,2.197,8,6,240.8,0,-1,0,0,0,0,0,0.0,0.0
C0_s16,C0,16,none,-1,-1,40,40,0,0,40,40,0,1,359.4,5687.7,142.2,1.586,2415.9,291.1,2158.2,647.1,175.4,604.0,0,3,99.08,0.6981,1.073,0,99.08,0.6976,1.09,0,0,-1,-1,-1,0,0,0,0,0,25.98,0.8253
C1_s16,C1,16,none,-1,-1,40,40,0,0,40,40,0,1,359.4,5663.3,141.6,1.591,2390.5,292.1,2158.2,647.1,175.4,597.6,0,3,99.09,0.716,0.819,0,99.09,0.7161,0.824,5,4,37.5,-1,-1,0,0,0,0,0,24.84,0.8322
C2_s16,C2,16,immobilised,1,1029,28,28,0,0,28,40,0,0,2514.7,22959.6,820.0,6.832,1911.9,206.0,15089.4,4526.6,1225.6,478.0,0,3,99.27,0.7119,0.668,0,99.26,0.7125,0.683,5,4,37.5,0,-1,0,0,0,0,0,20.75,0.9732
C5_s16,C5,16,immobilised,1,1029,39,39,0,0,39,40,0,0,491.0,6890.4,176.7,1.924,2496.4,319.9,2946.6,884.0,243.5,624.1,0,3,99.11,0.7102,0.934,0,99.11,0.7104,0.926,5,4,37.5,0,-1,0,0,0,0,0,34.48,0.8636
C3_s16,C3,16,immobilised,1,1029,39,39,0,0,39,40,0,0,490.0,6856.0,175.8,1.948,2491.9,297.3,2941.2,882.2,243.5,623.0,0,3,99.13,0.7134,0.827,0,99.14,0.7134,0.825,5,4,37.5,1,22.1,0,0,0,0,0,35.31,0.8636
C4_s16,C4,16,immobilised,0,1029,5,5,0,0,5,40,0,0,1858.5,5412.9,1082.6,8.842,230.8,47.4,3717.6,1115.2,301.9,57.7,0,1,99.89,0.6971,0.401,0,99.89,0.6971,0.401,5,3,28.3,0,-1,0,0,0,0,0,0.0,0.0
C0_s17,C0,17,none,-1,-1,40,40,0,0,40,40,0,1,354.0,5681.4,142.0,1.926,2417.2,325.6,2125.8,637.4,175.3,604.3,0,3,99.43,0.7015,0.612,0,99.34,0.7036,0.665,0,0,-1,-1,-1,0,0,0,0,0,35.45,0.8159
C1_s17,C1,17,none,-1,-1,34,40,0,6,34,40,0,0,450.9,6624.6,194.8,2.206,2447.1,434.6,2707.2,811.8,224.0,611.8,0,3,87.22,0.4235,19.624,0,99.19,0.6821,1.802,8,7,151.4,-1,-1,1,0,2,98823,0,41.25,0.8718
